job_id,OrderNo,OrderPos,Orderstate,ItemNo,SortPos,WorkPlaceNo,Start,End,Duration,LatestStartDate,StartsBeforeLSD,WithinGraceDays,PriorityGroup,IsUnlimitedMachine,IsOutsourcing,OutsourcingDelivery,BufferIndustrial,BufferReal,ReasonSelected,DurationReal,RecordType,IdleBeforeReal,IdleBefore
0093153-3,0093153,3,5,k.D.,999,000-0000,2025-11-14 07:00:00,2025-11-14 07:00:00,0,2025-05-07 10:25:00,False,False,2,True,False,,300,180,Past deadline (urgent) | Unlimited parallel window,0,60,0,0
PV250085-002-5,PV250085-002,5,3,k.D.,999,621-03,2025-12-02 12:00:00,2025-12-02 13:20:00,133,2025-11-07 11:05:00,False,False,1,False,False,,4800,2880,Past deadline (urgent) | Best candidate now,80,60,0,0
0237938-28,0237938,28,3,k.D.,999,621-03,2025-12-02 13:20:00,2025-12-03 11:20:00,500,2025-11-13 10:05:00,False,False,1,False,False,,4800,2880,Past deadline (urgent) | Best candidate now,300,60,0,0
0258808-28,0258808,28,3,k.D.,0,621-03,2025-12-08 07:00:00,2025-12-08 12:00:00,500,2025-11-24 08:18:00,False,False,1,False,False,,4800,2880,Past deadline (urgent) | Best candidate now,300,60,1000,1667
PV250092-001-8,PV250092-001,8,4,k.D.,999,621-03,2025-12-08 12:00:00,2025-12-08 13:20:00,133,2025-11-12 14:00:00,False,False,1,False,False,,4800,2880,Past deadline (urgent) | Best candidate now,80,60,0,0
0258804-19,0258804,19,3,k.D.,0,621-03,2025-12-15 07:00:00,2025-12-15 12:00:00,500,2025-11-21 12:45:00,False,False,1,False,False,,4800,2880,Past deadline (urgent) | Best candidate now,300,60,1720,2867
PU250054-001-13,PU250054-001,13,3,k.D.,999,621-03,2025-12-15 12:00:00,2025-12-16 13:20:00,833,2025-09-15 09:15:00,False,False,1,False,False,,4800,2880,Past deadline (urgent) | Best candidate now,500,60,0,0
0258857-4,0258857,4,3,k.D.,999,621-03,2026-01-14 09:05:00,2026-01-14 12:05:00,300,2025-11-13 08:34:00,False,False,1,False,False,,4800,2880,Past deadline (urgent) | Best candidate now,180,60,4365,7275
0258878-8,0258878,8,3,k.D.,999,621-03,2026-03-06 13:24:00,2026-03-09 11:09:00,475,2025-11-14 09:48:00,False,False,1,False,False,,0,0,Past deadline (urgent) | Best candidate now,285,60,15199,25332
E250002-001-6,E250002-001,6,4,k.D.,999,621-04,2025-11-14 13:51:00,2025-11-14 14:17:00,43,2025-06-02 07:49:00,False,False,2,True,False,,0,0,Past deadline (urgent) | Unlimited parallel window,26,60,0,0
PU250054-001-14,PU250054-001,14,3,k.D.,0,621-04,2025-11-17 13:19:00,2025-11-17 15:41:00,237,2025-09-15 03:53:00,False,False,2,True,False,,0,0,Past deadline (urgent) | Unlimited parallel window,142,60,0,0
0236827-31,0236827,31,5,k.D.,999,621-041,2025-11-14 07:00:00,2025-11-17 12:59:00,1298,2025-10-09 14:37:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,779,60,21420,35700
0237776-33,0237776,33,5,k.D.,999,621-041,2025-11-17 12:59:00,2025-11-20 09:58:00,1798,2025-11-12 13:07:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,1079,60,0,0
PV250085-002-7,PV250085-002,7,5,k.D.,999,621-041,2025-11-20 09:58:00,2025-11-20 11:06:00,113,2025-11-07 03:22:00,False,False,1,False,False,,0,0,Past deadline (urgent) | Best candidate now,68,60,0,0
PV250085-002-6,PV250085-002,6,4,k.D.,999,621-041,2025-11-20 11:06:00,2025-11-20 11:11:00,8,2025-11-07 08:00:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),5,60,0,0
0256998-9,0256998,9,4,k.D.,999,621-041,2025-11-20 11:11:00,2025-11-20 13:33:00,237,2025-11-18 02:14:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,142,60,0,0
0253163-3,0253163,3,4,k.D.,999,621-041,2025-11-20 13:33:00,2025-11-21 08:55:00,237,2025-11-18 03:08:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,142,60,0,0
PL160085-039-7,PL160085-039,7,4,k.D.,999,621-041,2025-11-21 08:55:00,2025-11-21 09:27:00,53,2025-11-21 05:08:00,False,True,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,32,60,0,0
PU250056-001-6,PU250056-001,6,4,k.D.,999,621-041,2025-11-21 09:27:00,2025-11-21 09:59:00,53,2025-11-21 06:13:00,False,True,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,32,60,0,0
0257636-6,0257636,6,3,k.D.,999,621-041,2025-11-21 09:59:00,2025-11-21 12:21:00,237,2025-11-24 10:13:00,True,True,1,False,False,,300,180,Has deadline on 24-11-2025 10:13 | Best candidate now,142,60,0,0
0237938-31,0237938,31,3,k.D.,999,621-041,2025-11-21 12:21:00,2025-11-26 12:19:00,2097,2025-11-12 13:07:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,1258,60,0,0
0258646-33,0258646,33,3,k.D.,0,621-041,2025-11-26 12:19:00,2025-12-01 12:17:00,2097,2025-12-03 13:07:00,True,True,1,False,False,,300,180,Has deadline on 03-12-2025 13:07 | Best candidate now,1258,60,0,0
0258808-31,0258808,31,3,k.D.,0,621-041,2025-12-03 07:00:00,2025-12-05 13:58:00,2097,2025-11-23 11:20:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,1258,60,523,872
PV250092-001-10,PV250092-001,10,5,k.D.,999,621-041,2025-12-08 07:52:00,2025-12-08 08:51:00,98,2025-11-12 06:17:00,False,False,1,False,False,,0,0,Past deadline (urgent) | Best candidate now,59,60,54,90
PV250092-001-9,PV250092-001,9,5,k.D.,999,621-041,2025-12-08 08:51:00,2025-12-08 08:56:00,8,2025-11-12 10:55:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),5,60,0,0
0258804-22,0258804,22,3,k.D.,0,621-041,2025-12-10 07:00:00,2025-12-12 13:58:00,2097,2025-11-20 15:47:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,1258,60,724,1207
0258804-14,0258804,14,3,k.D.,0,621-041,2025-12-17 12:00:00,2025-12-17 12:55:00,92,2025-12-04 06:07:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,55,60,1142,1903
0258857-6,0258857,6,3,k.D.,0,621-041,2026-01-13 07:24:00,2026-01-13 11:58:00,457,2025-11-12 05:36:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,274,60,3449,5748
0258878-9,0258878,9,3,k.D.,0,621-041,2026-03-06 09:30:00,2026-03-06 10:24:00,90,2025-11-14 06:42:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,54,60,15392,25653
0223804-14,0223804,14,3,k.D.,0,621-05,2025-11-14 10:11:00,2025-11-14 10:22:00,18,2025-10-13 09:18:00,False,False,2,True,False,,1400,840,Past deadline (urgent) | Unlimited parallel window,11,60,0,0
0196232-14,0196232,14,3,k.D.,0,621-05,2025-11-14 10:12:00,2025-11-14 10:26:00,23,2025-10-10 14:31:00,False,False,2,True,False,,1400,840,Past deadline (urgent) | Unlimited parallel window,14,60,0,0
0192311-14,0192311,14,3,k.D.,0,621-05,2025-12-18 12:48:00,2025-12-18 12:58:00,17,2025-10-28 14:35:00,False,False,2,True,False,,1400,840,Past deadline (urgent) | Unlimited parallel window,10,60,0,0
0192310-13,0192310,13,3,k.D.,0,621-05,2025-12-19 07:00:00,2025-12-19 07:10:00,17,2025-10-28 14:35:00,False,False,2,True,False,,1400,840,Past deadline (urgent) | Unlimited parallel window,10,60,0,0
PU251587-001-2,PU251587-001,2,3,k.D.,999,621-06,2025-11-20 07:00:00,2025-11-20 08:30:00,150,2025-11-20 09:15:00,True,True,1,False,False,,300,180,Imminent deadline (<1 day) | Best candidate now,90,60,19740,32900
PL240041-019-2,PL240041-019,2,3,k.D.,999,621-06,2025-11-20 08:30:00,2025-11-20 09:25:00,92,2025-11-20 12:57:00,True,True,1,False,False,,300,180,Imminent deadline (<1 day) | Best candidate now,55,60,0,0
PU251690-001-5,PU251690-001,5,3,k.D.,999,621-06,2025-11-20 09:25:00,2025-11-20 10:20:00,92,2025-11-18 10:00:00,False,True,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,55,60,0,0
PU251730-001-2,PU251730-001,2,3,k.D.,999,621-06,2025-11-25 07:00:00,2025-11-25 08:50:00,183,2025-11-24 08:40:00,False,True,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,110,60,640,1067
PU251778-003-2,PU251778-003,2,3,k.D.,999,621-06,2025-11-25 08:50:00,2025-11-25 09:45:00,92,2025-11-27 09:52:00,True,True,1,False,False,,300,180,Upcoming deadline (<3 days) | Best candidate now,55,60,0,0
PS250119-001-4,PS250119-001,4,3,k.D.,999,621-06,2025-11-25 09:45:00,2025-11-25 10:25:00,67,2025-10-16 10:20:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,40,60,0,0
PU251495-001-2,PU251495-001,2,3,k.D.,999,621-06,2025-12-03 07:00:00,2025-12-03 07:25:00,42,2025-11-11 10:30:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,25,60,1895,3158
PU251656-001-2,PU251656-001,2,3,k.D.,999,621-06,2025-12-17 07:00:00,2025-12-17 08:25:00,142,2025-11-20 12:41:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,85,60,3335,5558
PU250937-001-2,PU250937-001,2,3,k.D.,999,621-06,2025-12-17 08:25:00,2025-12-17 09:25:00,100,2025-10-21 09:45:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,60,60,0,0
PU250814-001-2,PU250814-001,2,3,k.D.,999,621-06,2025-12-17 09:25:00,2025-12-17 09:50:00,42,2025-10-08 13:10:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,25,60,0,0
PU251041-002-2,PU251041-002,2,3,k.D.,0,621-06,2025-12-17 09:50:00,2025-12-17 10:45:00,92,2025-10-13 12:35:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,55,60,0,0
PU250776-001-2,PU250776-001,2,3,k.D.,999,621-06,2026-01-28 07:00:00,2026-01-28 07:55:00,92,2025-10-08 14:09:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,55,60,7755,12925
PU251768-001-2,PU251768-001,2,3,k.D.,0,621-06,2026-06-03 07:00:00,2026-06-03 07:20:00,33,2025-11-19 13:38:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,20,60,34805,58008
P-2022-001-9,P-2022-001,9,5,k.D.,0,621-07,2025-11-14 07:00:00,2025-11-14 07:00:00,0,,,,2,True,False,,300,180,No deadline (priority/fit) | Unlimited parallel window,0,60,0,0
P-2022-001-8,P-2022-001,8,5,k.D.,0,621-07,2025-11-14 07:00:00,2025-11-14 07:00:00,0,,,,2,True,False,,300,180,No deadline (priority/fit) | Continuation (no buffer),0,60,0,0
P-2022-001-7,P-2022-001,7,5,k.D.,0,621-07,2025-11-14 07:00:00,2025-11-14 07:00:00,0,,,,2,True,False,,300,180,No deadline (priority/fit) | Continuation (no buffer),0,60,0,0
P-2022-001-6,P-2022-001,6,5,k.D.,0,621-07,2025-11-14 07:00:00,2025-11-14 07:00:00,0,,,,2,True,False,,300,180,No deadline (priority/fit) | Continuation (no buffer),0,60,0,0
P-2022-001-5,P-2022-001,5,5,k.D.,0,621-07,2025-11-14 07:00:00,2025-11-14 07:00:00,0,,,,2,True,False,,300,180,No deadline (priority/fit) | Continuation (no buffer),0,60,0,0
P-2022-001-3,P-2022-001,3,5,k.D.,0,621-07,2025-11-14 07:00:00,2025-11-14 07:00:00,0,,,,2,True,False,,300,180,No deadline (priority/fit) | Continuation (no buffer),0,60,0,0
P-2022-001-2,P-2022-001,2,5,k.D.,0,621-07,2025-11-14 07:00:00,2025-11-14 07:00:00,0,,,,2,True,False,,300,180,No deadline (priority/fit) | Continuation (no buffer),0,60,0,0
0249529-4,0249529,4,3,k.D.,0,621-07,2025-11-14 07:00:00,2025-11-14 07:00:00,0,2025-10-28 00:00:00,False,False,2,True,False,,300,180,Past deadline (urgent) | Unlimited parallel window,0,60,0,0
PS250164-001-6,PS250164-001,6,3,k.D.,0,621-07,2025-11-14 07:24:00,2025-11-14 07:24:00,0,2025-11-04 14:24:00,False,False,2,True,False,,300,180,Past deadline (urgent) | Unlimited parallel window,0,60,0,0
PS250136-001-10,PS250136-001,10,3,k.D.,0,621-07,2025-11-14 07:40:00,2025-11-14 12:10:00,450,2025-10-09 07:23:00,False,False,2,True,False,,300,180,Past deadline (urgent) | Unlimited parallel window,270,60,0,0
PS250165-001-2,PS250165-001,2,3,k.D.,0,621-07,2025-11-14 09:12:00,2025-11-14 10:06:00,90,2025-11-14 11:45:00,True,True,2,True,False,,300,180,Imminent deadline (<1 day) | Unlimited parallel window,54,60,0,0
PS250168-001-3,PS250168-001,3,3,k.D.,0,621-07,2025-11-14 10:12:00,2025-11-14 10:12:00,0,2025-11-12 14:51:00,False,True,2,True,False,,300,180,Past deadline (urgent) | Unlimited parallel window,0,60,0,0
PS250168-002-2,PS250168-002,2,3,k.D.,0,621-07,2025-11-14 10:27:00,2025-11-14 10:27:00,0,2025-11-12 14:51:00,False,True,2,True,False,,300,180,Past deadline (urgent) | Unlimited parallel window,0,60,0,0
PS250166-001-2,PS250166-001,2,3,k.D.,0,621-07,2025-11-14 11:22:00,2025-11-14 12:22:00,100,2025-11-10 14:25:00,False,False,2,True,False,,300,180,Past deadline (urgent) | Unlimited parallel window,60,60,0,0
PS250167-001-2,PS250167-001,2,3,k.D.,0,621-07,2025-11-14 11:37:00,2025-11-14 12:31:00,90,2025-12-05 07:41:00,True,True,2,True,False,,300,180,Has deadline on 05-12-2025 07:41 | Unlimited parallel window,54,60,0,0
PU251805-001-3,PU251805-001,3,4,k.D.,306,621-11,2025-11-17 07:00:00,2025-11-17 07:45:00,75,2025-11-17 14:34:00,True,True,0,False,False,,0,0,Imminent deadline (<1 day) | Bottleneck operation,45,60,17640,29400
PU251655-001-3,PU251655-001,3,3,k.D.,312,621-11,2025-11-17 07:45:00,2025-11-17 08:00:00,25,2025-11-17 13:35:00,True,True,0,False,False,,0,0,Imminent deadline (<1 day) | Bottleneck operation,15,60,0,0
0252924-1,0252924,1,4,k.D.,307,621-11,2025-11-17 08:00:00,2025-11-17 08:31:00,52,2025-11-18 08:02:00,True,True,0,False,False,,0,0,Upcoming deadline (<3 days) | Bottleneck operation,31,60,0,0
PU251673-001-5,PU251673-001,5,4,k.D.,308,621-11,2025-11-17 08:31:00,2025-11-17 09:02:00,52,2025-11-18 14:03:00,True,True,0,False,False,,0,0,Upcoming deadline (<3 days) | Bottleneck operation,31,60,0,0
PU251451-001-3,PU251451-001,3,3,k.D.,313,621-11,2025-11-17 09:02:00,2025-11-17 09:27:00,42,2025-11-18 09:44:00,True,True,0,False,False,,300,180,Upcoming deadline (<3 days) | Bottleneck operation,25,60,0,0
PU251729-003-5,PU251729-003,5,4,k.D.,13,621-11,2025-11-17 09:27:00,2025-11-17 09:42:00,25,2025-11-24 13:17:00,True,True,0,False,False,,0,0,Has deadline on 24-11-2025 13:17 | Bottleneck operation,15,60,0,0
PU251729-001-3,PU251729-001,3,4,k.D.,14,621-11,2025-11-17 09:42:00,2025-11-17 10:07:00,42,2025-11-25 09:16:00,True,True,0,False,False,,0,0,Has deadline on 25-11-2025 09:16 | Bottleneck operation,25,60,0,0
PK200002-055-9,PK200002-055,9,4,k.D.,315,621-11,2025-11-17 13:45:00,2025-11-18 11:45:00,500,2025-11-19 10:35:00,True,True,0,False,False,,0,0,Upcoming deadline (<3 days) | Bottleneck operation,300,60,218,363
PU251673-001-3,PU251673-001,3,3,k.D.,314,621-11,2025-11-18 11:45:00,2025-11-18 12:10:00,42,2025-11-19 08:12:00,True,True,0,False,False,,300,180,Imminent deadline (<1 day) | Bottleneck operation,25,60,0,0
PU251549-001-3,PU251549-001,3,3,k.D.,316,621-11,2025-11-18 12:10:00,2025-11-18 12:35:00,42,2025-11-21 09:25:00,True,True,0,False,False,,300,180,Upcoming deadline (<3 days) | Bottleneck operation,25,60,0,0
PU251729-003-3,PU251729-003,3,4,k.D.,318,621-11,2025-11-18 12:35:00,2025-11-18 12:45:00,17,2025-11-24 14:18:00,True,True,0,False,False,,300,180,Has deadline on 24-11-2025 14:18 | Bottleneck operation,10,60,0,0
PU251699-001-3,PU251699-001,3,3,k.D.,317,621-11,2025-11-18 12:45:00,2025-11-18 13:15:00,50,2025-11-24 07:00:00,True,True,0,False,False,,300,180,Has deadline on 24-11-2025 07:00 | Bottleneck operation,30,60,0,0
0154642-3,0154642,3,4,k.D.,16,621-11,2025-11-18 13:15:00,2025-11-18 13:28:00,22,2025-11-27 08:03:00,True,True,0,False,False,,0,0,Has deadline on 27-11-2025 08:03 | Bottleneck operation,13,60,0,0
0191838-1,0191838,1,3,k.D.,320,621-11,2025-11-18 13:28:00,2025-11-18 13:45:00,28,2025-12-10 13:56:00,True,True,0,False,False,,0,0,Has deadline on 10-12-2025 13:56 | Bottleneck operation,17,60,0,0
0252922-1,0252922,1,3,k.D.,309,621-11,2025-11-18 13:45:00,2025-11-19 08:07:00,137,2025-09-29 14:13:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,82,60,0,0
PU251196-001-4,PU251196-001,4,3,k.D.,311,621-11,2025-11-27 07:00:00,2025-11-27 07:36:00,60,2025-10-14 08:38:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,36,60,2033,3388
PU251363-001-4,PU251363-001,4,3,k.D.,310,621-11,2026-01-12 07:00:00,2026-01-12 07:37:00,62,2025-10-14 08:36:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,37,60,7524,12540
0191839-1,0191839,1,3,k.D.,319,621-11,2026-04-20 07:00:00,2026-04-20 07:32:00,53,2025-12-10 13:56:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,32,60,28103,46838
0154606-3,0154606,3,4,k.D.,15,621-11,2026-04-21 07:00:00,2026-04-21 07:13:00,22,2025-11-27 08:03:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,13,60,388,647
PU251690-001-7,PU251690-001,7,3,k.D.,302,621-21,2025-11-14 08:00:00,2025-11-14 08:50:00,83,2025-11-14 12:50:00,True,True,0,False,False,,300,180,Imminent deadline (<1 day) | Bottleneck operation,50,60,20160,33600
PU251730-001-6,PU251730-001,6,3,k.D.,303,621-21,2025-11-14 08:50:00,2025-11-14 10:10:00,133,2025-11-19 15:30:00,True,True,0,False,False,,0,0,Has deadline on 19-11-2025 15:30 | Bottleneck operation,80,60,0,0
PU251730-001-4,PU251730-001,4,3,k.D.,314,621-21,2025-11-17 10:00:00,2025-11-17 11:25:00,142,2025-11-20 10:50:00,True,True,0,False,False,,300,180,Has deadline on 20-11-2025 10:50 | Bottleneck operation,85,60,410,683
PU251495-001-8,PU251495-001,8,4,k.D.,301,621-21,2025-11-17 11:25:00,2025-11-17 11:56:00,52,2025-11-06 10:47:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,31,60,0,0
PU251495-001-7,PU251495-001,7,3,k.D.,310,621-21,2025-11-17 11:56:00,2025-11-17 12:33:00,62,2025-11-06 11:18:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Continuation (no buffer),37,60,0,0
PU251008-001-3,PU251008-001,3,3,k.D.,309,621-21,2025-11-17 12:33:00,2025-11-17 13:03:00,50,2025-10-27 14:36:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,30,60,0,0
PU250937-001-5,PU250937-001,5,3,k.D.,308,621-21,2025-11-17 13:03:00,2025-11-18 08:08:00,208,2025-10-16 11:55:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,125,60,0,0
PU251495-001-4,PU251495-001,4,3,k.D.,311,621-21,2025-12-01 10:51:00,2025-12-01 11:19:00,47,2025-11-07 14:12:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,28,60,3943,6572
PU251041-002-6,PU251041-002,6,3,k.D.,0,621-21,2025-12-01 11:19:00,2025-12-01 12:01:00,70,2025-10-09 13:03:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,42,60,0,0
PU251259-001-8,PU251259-001,8,3,k.D.,305,621-21,2025-12-01 12:01:00,2025-12-01 12:41:00,67,2025-10-10 15:33:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,40,60,0,0
PU251259-001-5,PU251259-001,5,3,k.D.,306,621-21,2025-12-16 08:00:00,2025-12-16 08:47:00,78,2025-10-14 13:13:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,47,60,4339,7232
PU251041-002-4,PU251041-002,4,3,k.D.,0,621-21,2025-12-16 08:47:00,2025-12-16 09:17:00,50,2025-10-10 08:00:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,30,60,0,0
PU251259-001-3,PU251259-001,3,3,k.D.,307,621-21,2026-01-26 13:06:00,2026-01-26 13:56:00,83,2025-10-16 11:25:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,50,60,8209,13682
PU250776-001-4,PU250776-001,4,3,k.D.,304,621-21,2026-01-26 13:56:00,2026-01-26 14:27:00,52,2025-10-07 09:46:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,31,60,0,0
PU251768-001-6,PU251768-001,6,3,k.D.,312,621-21,2026-06-02 08:00:00,2026-06-02 08:38:00,63,2025-11-18 08:00:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,38,60,34893,58155
PU251768-001-4,PU251768-001,4,3,k.D.,313,621-21,2026-06-02 09:23:00,2026-06-02 09:33:00,17,2025-11-18 09:38:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,10,60,45,75
0257636-14,0257636,14,5,k.D.,999,621-31,2025-11-14 07:00:00,2025-11-14 13:14:00,623,2025-11-21 09:34:00,True,True,0,False,False,,0,0,Has deadline on 21-11-2025 09:34 | Bottleneck operation,374,60,22260,37100
E250002-001-7,E250002-001,7,5,k.D.,5,621-31,2025-11-14 13:14:00,2025-11-14 13:51:00,62,2025-05-28 14:14:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,37,60,0,0
PU250054-001-16,PU250054-001,16,5,k.D.,999,621-31,2025-11-14 13:51:00,2025-11-17 13:19:00,647,2025-09-09 12:50:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,388,60,0,0
0251001-2,0251001,2,5,k.D.,999,621-31,2025-11-17 13:19:00,2025-11-17 13:51:00,53,2025-11-28 08:35:00,True,True,0,False,False,,300,180,Has deadline on 28-11-2025 08:35 | Bottleneck operation,32,60,0,0
PU251485-001-2,PU251485-001,2,3,k.D.,306,621-31,2025-11-17 13:51:00,2025-11-18 07:16:00,42,2025-11-24 13:25:00,True,True,0,False,False,,300,180,Has deadline on 24-11-2025 13:25 | Bottleneck operation,25,60,0,0
0256998-2,0256998,2,3,k.D.,310,621-31,2025-11-27 13:07:00,2025-11-27 13:21:00,23,2025-11-27 11:51:00,False,True,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,14,60,3291,5485
PL160085-039-5,PL160085-039,5,3,k.D.,311,621-31,2025-11-27 13:21:00,2025-11-27 13:31:00,17,2025-12-02 10:35:00,True,True,0,False,False,,300,180,Has deadline on 02-12-2025 10:35 | Bottleneck operation,10,60,0,0
PV250092-001-11,PV250092-001,11,5,k.D.,999,621-31,2025-12-05 11:20:00,2025-12-08 07:52:00,353,2025-11-11 07:00:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,212,60,2389,3982
0258857-7,0258857,7,3,k.D.,307,621-31,2026-01-09 07:28:00,2026-01-13 07:24:00,1393,2025-11-07 11:30:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,836,60,5856,9760
0258857-5,0258857,5,3,k.D.,309,621-31,2026-01-14 07:00:00,2026-01-14 09:05:00,208,2025-11-12 13:54:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,125,60,396,660
0258878-11,0258878,11,3,k.D.,308,621-31,2026-03-06 07:00:00,2026-03-06 09:30:00,250,2025-11-12 11:45:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,150,60,14995,24992
0237938-32,0237938,32,5,k.D.,999,621-36,2025-11-14 07:00:00,2025-11-19 07:27:00,2145,2025-11-05 09:00:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,1287,60,19320,32200
0258646-35,0258646,35,3,k.D.,306,621-36,2025-11-19 07:27:00,2025-11-20 07:01:00,657,2025-11-26 07:26:00,True,True,0,False,False,,0,0,Has deadline on 26-11-2025 07:26 | Bottleneck operation,394,60,0,0
0258646-34,0258646,34,3,k.D.,307,621-36,2025-11-20 07:01:00,2025-11-25 13:23:00,2737,2025-11-27 10:15:00,True,True,0,False,False,,300,180,Has deadline on 27-11-2025 10:15 | Continuation (no buffer),1642,60,0,0
0258808-33,0258808,33,3,k.D.,303,621-36,2025-11-25 13:23:00,2025-11-26 12:57:00,657,2025-11-14 09:19:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,394,60,0,0
0258808-32,0258808,32,3,k.D.,305,621-36,2025-11-26 12:57:00,2025-12-02 12:19:00,2737,2025-11-17 11:53:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),1642,60,0,0
0258804-24,0258804,24,3,k.D.,302,621-36,2025-12-02 12:19:00,2025-12-03 11:53:00,657,2025-11-13 09:19:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,394,60,0,0
0258804-23,0258804,23,3,k.D.,304,621-36,2025-12-03 11:53:00,2025-12-09 11:15:00,2737,2025-11-14 11:53:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),1642,60,0,0
PU251041-002-7,PU251041-002,7,3,k.D.,0,630,2025-11-14 07:00:00,2025-11-14 07:47:00,78,2025-10-06 11:46:00,False,False,2,True,False,,0,0,Past deadline (urgent) | Unlimited parallel window,47,60,0,0
PS250136-001-11,PS250136-001,11,3,k.D.,0,630,2025-11-14 07:00:00,2025-11-14 07:40:00,67,2025-10-02 14:28:00,False,False,2,True,False,,0,0,Past deadline (urgent) | Unlimited parallel window,40,60,0,0
0258646-38,0258646,38,3,k.D.,0,630-01,2025-11-14 07:00:00,2025-11-14 10:52:00,387,2025-11-20 10:49:00,True,True,2,True,False,,2100,1260,Has deadline on 20-11-2025 10:49 | Unlimited parallel window,232,60,0,0
0185584-1,0185584,1,4,k.D.,999,630-01,2025-11-14 07:00:00,2025-11-14 07:22:00,37,2025-11-24 14:21:00,True,True,2,True,False,,2100,1260,Has deadline on 24-11-2025 14:21 | Unlimited parallel window,22,60,0,0
0185583-1,0185583,1,4,k.D.,999,630-01,2025-11-14 07:00:00,2025-11-14 07:22:00,37,2025-11-24 14:23:00,True,True,2,True,False,,2100,1260,Has deadline on 24-11-2025 14:23 | Unlimited parallel window,22,60,0,0
0196541-2,0196541,2,4,k.D.,999,630-01,2025-11-14 07:00:00,2025-11-14 07:16:00,27,2025-11-25 07:08:00,True,True,2,True,False,,2100,1260,Has deadline on 25-11-2025 07:08 | Unlimited parallel window,16,60,0,0
0258808-36,0258808,36,3,k.D.,0,630-01,2025-11-14 07:00:00,2025-11-14 10:52:00,387,2025-11-10 12:57:00,False,False,2,True,False,,2100,1260,Past deadline (urgent) | Unlimited parallel window,232,60,0,0
